ID,name,dif,time,priority,min.exp,code,urgency
308,"Создать элемент 'Ландшафт' для локации 1 уровня 7, объект 9",4,12,1,4,3,2
309,"Создать элемент 'Растительность' для локации 1 уровня 7, объект 10",3,3,3,3,2,2
310,"Создать элемент 'Внешний вид' для локации 1 уровня 7, объект 1",3,9,2,3,2,2
311,"Создать элемент 'Атаки' для локации 1 уровня 7, объект 2",3,9,2,3,1,3
312,"Создать элемент 'Внешний вид' для локации 1 уровня 7, объект 3",3,6,2,3,2,2
313,"Создать элемент 'Атаки' для локации 1 уровня 7, объект 4",4,4,2,4,1,3
314,"Создать элемент 'Анимации' для локации 1 уровня 7, объект 5",2,4,3,2,2,1
315,"Создать элемент 'Анимации' для локации 1 уровня 7, объект 6",1,2,2,1,2,2
316,"Создать элемент 'Внешний вид' для локации 1 уровня 7, объект 7",4,4,3,4,2,1
317,"Создать элемент 'Атаки' для локации 1 уровня 7, объект 8",2,2,3,2,1,3
318,"Создать элемент 'Звук' для локации 1 уровня 7, объект 9",2,2,1,2,5,2
319,"Создать элемент 'Атаки' для локации 1 уровня 7, объект 10",4,12,1,4,1,3
320,"Создать элемент 'Анимации' для локации 1 уровня 7, объект 1",1,1,1,1,2,3
321,"Создать элемент 'Анимации' для локации 1 уровня 7, объект 2",2,2,2,2,2,1
322,"Создать элемент 'Внешний вид' для локации 1 уровня 7, объект 3",3,3,1,3,2,2
323,"Создать элемент 'Атаки' для локации 1 уровня 7, объект 4",2,6,2,2,1,3
324,"Создать элемент 'Атаки' для локации 1 уровня 7, объект 5",4,8,1,4,1,1
325,"Создать элемент 'Атаки' для локации 1 уровня 7, объект 6",2,6,2,2,1,1
326,"Создать элемент 'Атаки' для локации 1 уровня 7, объект 7",5,10,3,5,1,1
327,"Создать элемент 'Анимации' для локации 1 уровня 7, объект 8",2,2,3,2,2,1
328,"Создать элемент 'Звук' для локации 1 уровня 7, объект 9",3,3,2,3,5,3
329,"Создать элемент 'Звук' для локации 1 уровня 7, объект 10",5,5,3,5,5,2
330,"Создать элемент 'Тип' для локации 1 уровня 7, объект 1",1,3,1,1,4,3
331,"Создать элемент 'Тип' для локации 1 уровня 7, объект 2",2,6,3,2,4,3
332,"Создать элемент 'Тип' для локации 1 уровня 7, объект 3",1,1,3,1,4,1
333,"Создать элемент 'Количество' для локации 1 уровня 7, объект 4",4,4,1,4,4,2
334,"Создать элемент 'Тип' для локации 1 уровня 7, объект 5",1,1,1,1,4,3
335,"Создать элемент 'Количество' для локации 1 уровня 7, объект 6",1,1,3,1,4,3
336,"Создать элемент 'Количество' для локации 1 уровня 7, объект 7",2,2,1,2,4,3
337,"Создать элемент 'Тип' для локации 1 уровня 7, объект 8",5,15,3,5,4,2
338,"Создать элемент 'Количество' для локации 1 уровня 7, объект 9",5,10,1,5,4,3
339,"Создать элемент 'Тип' для локации 1 уровня 7, объект 10",5,10,1,5,4,3
340,"Создать элемент 'Окружение' для локации 1 уровня 7, объект 1",5,10,2,5,5,2
341,"Создать элемент 'Окружение' для локации 1 уровня 7, объект 2",2,6,3,2,5,3
342,"Создать элемент 'Саундтрек' для локации 1 уровня 7, объект 3",5,10,2,5,5,2
343,"Создать элемент 'Саундтрек' для локации 1 уровня 7, объект 4",1,3,1,1,5,1
344,"Создать элемент 'Саундтрек' для локации 1 уровня 7, объект 5",2,4,2,2,5,2
345,"Создать элемент 'Саундтрек' для локации 1 уровня 7, объект 6",2,4,1,2,5,1
346,"Создать элемент 'Саундтрек' для локации 1 уровня 7, объект 7",5,15,1,5,5,3
347,"Создать элемент 'Саундтрек' для локации 1 уровня 7, объект 8",4,4,2,4,5,3
348,"Создать элемент 'Саундтрек' для локации 1 уровня 7, объект 9",5,15,3,5,5,3
349,"Создать элемент 'Саундтрек' для локации 1 уровня 7, объект 10",4,8,2,4,5,3
350,"Создать элемент 'Ландшафт' для локации 1 уровня 8, объект 1",5,5,2,5,3,1
351,"Создать элемент 'Растительность' для локации 1 уровня 8, объект 2",1,3,3,1,2,1
352,"Создать элемент 'Растительность' для локации 1 уровня 8, объект 3",5,10,2,5,2,2
353,"Создать элемент 'Растительность' для локации 1 уровня 8, объект 4",4,8,3,4,2,1
354,"Создать элемент 'Растительность' для локации 1 уровня 8, объект 5",5,10,3,5,2,1
355,"Создать элемент 'Камни' для локации 1 уровня 8, объект 6",4,4,3,4,2,3
356,"Создать элемент 'Препятствия' для локации 1 уровня 8, объект 7",1,3,1,1,2,3
357,"Создать элемент 'Препятствия' для локации 1 уровня 8, объект 8",5,15,3,5,2,2
358,"Создать элемент 'Ландшафт' для локации 1 уровня 8, объект 9",3,9,3,3,3,3
359,"Создать элемент 'Камни' для локации 1 уровня 8, объект 10",1,1,2,1,2,3
360,"Создать элемент 'Анимации' для локации 1 уровня 8, объект 1",1,2,1,1,2,3
361,"Создать элемент 'Звук' для локации 1 уровня 8, объект 2",2,6,2,2,5,2
362,"Создать элемент 'Звук' для локации 1 уровня 8, объект 3",5,15,2,5,5,3
363,"Создать элемент 'Анимации' для локации 1 уровня 8, объект 4",1,3,1,1,2,2
364,"Создать элемент 'Анимации' для локации 1 уровня 8, объект 5",3,3,3,3,2,3
365,"Создать элемент 'Атаки' для локации 1 уровня 8, объект 6",3,9,2,3,1,2
366,"Создать элемент 'Анимации' для локации 1 уровня 8, объект 7",4,8,1,4,2,2
